OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
44704608,34,3,1,,100309,4,30,NY 79/W Green St EB,NY 96B,2015016,,,y,S Fulton St,,30,,,360003,100309042,12.38,12.53,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
44704609,96,3,1,,100760,2,30,NY 79/W Green St EB,NY 96B,2015016,,,y,S Fulton St,,30,,,360003,100760022,12.38,12.53,45218637,109,0003,,14,Combined Total,Y,Y,2019,F,35829,2813,1609,929,533,2014,35857,8,57,2011,32003,2007,36932,2004,29770,2014,4,4,3,1,0,96,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1462,4,Actual,,,,,2177,2795,2791
44704757,34,3,1, ,100309,4,30,END NY 13/NY 34/NY 96 OLAP/N,THIRD ST,2000701, , ,Y,N Meadow St, ,30, ,,360029,100309041,12.68,13.21,45323262,109,0029,3681,14,Combined Total,Y,,2019,A,31006,2689,1374,1377,345,2019,31006,9,51,2018,31926,2016,34992,2015,32040,2016,20,6,4,1,1,79,15,1,4,1,0,0,2019,2016,30,25,29,35,0,0,13.07251072,59.18663025,0,1722,6,Actual,,,,,1701,2008,2276
44704758,13,3,1, ,100061,3,30,END NY 13/NY 34/NY 96 OLAP/N,THIRD ST,2000701, , ,Y,N Meadow St, ,30, ,,360029,100061031,14.65,15.18,45323262,109,0029,3681,14,Combined Total,Y,,2019,A,31006,2689,1374,1377,345,2019,31006,9,51,2018,31926,2016,34992,2015,32040,2016,20,6,4,1,1,79,15,1,4,1,0,0,2019,2016,30,25,29,35,0,0,13.07251072,59.18663025,0,1722,6,Actual,,,,,1701,2008,2276
44704759,34,3,1,,100309,4,30,Third St,END NY 13/NY 34/NY 96 OLAP/N,2000701,,,Y,N Fulton St,,30,,,360029,100309042,12.71,13.29,45323262,109,0029,3681,14,Combined Total,Y,,2019,A,31006,2689,1374,1377,345,2019,31006,9,51,2018,31926,2016,34992,2015,32040,2016,20,6,4,1,1,79,15,1,4,1,0,0,2019,2016,30,25,29,35,0,0,13.07251072,59.18663025,0,1722,6,Actual,,,,,1701,2008,2276
44704760,13,3,1,,100061,3,30,Third St,END NY 13/NY 34/NY 96 OLAP/N,2000701,,,Y,N Fulton St,,30,,,360029,100061032,14.59,15.17,45323262,109,0029,3681,14,Combined Total,Y,,2019,A,31006,2689,1374,1377,345,2019,31006,9,51,2018,31926,2016,34992,2015,32040,2016,20,6,4,1,1,79,15,1,4,1,0,0,2019,2016,30,25,29,35,0,0,13.07251072,59.18663025,0,1722,6,Actual,,,,,1701,2008,2276
44704761,,,1,,277620,1,30,Third St,END NY 13/NY 34/NY 96 OLAP/N,2000701,,,Y,N Fulton St,,30,,,360029,277620011,0,0.4,45323262,109,0029,3681,14,Combined Total,Y,,2019,A,31006,2689,1374,1377,345,2019,31006,9,51,2018,31926,2016,34992,2015,32040,2016,20,6,4,1,1,79,15,1,4,1,0,0,2019,2016,30,25,29,35,0,0,13.07251072,59.18663025,0,1722,6,Actual,,,,,1701,2008,2276
44705823, , ,1, ,138870,1,30,W STATE ST,CASCADILLA ST S, , , , ,N CAYUGA ST, ,30, ,,364007,138870011,0.55,0.85,45294558,109,4007,,16,Combined Total,Y,,2019,F,6261,576,423,332,20,2017,6294,9,73,2009,6185,,,,,2009,,6,5,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,352,6,Actual,,,,,345,365,414
44708515, , ,1, ,138861,1,30,N CAYUGA ST,AURORA ST, , , , ,BUFFALO ST, ,30, ,,364004,138861011,0.48,0.64,45294555,063,4144,,16,Combined Total,Y,,2019,A,3717,337,183,130,22,2017,3737,9,54,2009,7034,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,152,4,Actual,,,,,358,371,499
44710886, , ,1, ,138848,1,30,PARK ST,S TITUS AVE, , , , ,ALBANY ST, ,30, ,,368613,138848011,0,0.16,45267352,109,8613,,16,Combined Total,Y,,2019,A,3239,323,216,75,1,2019,3239,10,67,2016,3287,2010,3297,,,2019,12,2,2,0,1,87,10,0,2,1,0,0,2019,2019,30,23,25,29,0,0,13.07251072,59.18663025,0,76,2,Actual,,,,,280,243,349
44711586, , ,0,NY013013601D,272864,1,30,JAMES L GIBBS DR,NY13 SB (ON), , , ,Y,NY13 AT NY34, ,0,Y,,363003,272864011,0,0.2,45267012,109,3003,,11,Combined Total,Y,Y,2019,F,3330,262,262,110,204,2016,3223,8,100,2010,2822,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,314,9,Estimated,,,,,276,236,219
44716018, , ,1, ,138652,1,30,WYCKOFF ROAD,HILLSIDE DRIVE, , , , ,OVERLOOK ROAD, ,0, ,,365010,138652011,0,0.34,45239288,109,5010,,19,Combined Total,Y,,2019,F,8,4,2,0,0,2015,8,50,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,0,5,Estimated,,,,,0,4,0
44716392, , ,1, ,138238,1,40,ITHACA CITY LN,WARREN RD, ,3047440, , ,FOREST HOME DR, ,0, ,,366045,138238011,0,0.53,45239291,109,6045,,17,Combined Total,Y,,2019,F,5770,548,357,149,4,2015,5834,10,65,2010,5343,2001,6570,,,2015,11,3,3,0,0,89,8,1,2,1,0,0,2019,2015,30,14,12,21,0,0,11.33219433,58.65974808,0,153,3,Actual,,,,,255,263,275
44716597,89,3,1, ,100499,1,40,RTS 13/34 START 89/96 OLAP,RTS 13 34 N FULTON ST, , , , , , ,30, ,,360044,100499011,0,0.1,45294503,109,0044,,16,Combined Total,Y,,2019,F,12475,1076,559,357,240,2017,12541,9,52,2010,12286,2006,12263,2003,9500,2006,,5,3,2,,,,,,,0,0,2019,,,,,,,,11.33219433,58.65974808,0,597,5,Actual,,,,,676,779,896
44716598,89,3,1, ,100499,1,40,RTS 13/34 START 89/96 OLAP,RTS 13 34 N FULTON ST, , , , , , ,30, ,,360044,100760021,12.68,12.78,45294503,109,0044,,16,Combined Total,Y,,2019,F,12475,1076,559,357,240,2017,12541,9,52,2010,12286,2006,12263,2003,9500,2006,,5,3,2,,,,,,,0,0,2019,,,,,,,,11.33219433,58.65974808,0,597,5,Actual,,,,,676,779,896
44721103, , ,1, ,138621,1,30,ITHACA CL,CAYUGA HEIGHTS VL / LANSING,2003460, , , ,CAYUGA HEIGHTS, ,30, ,,361006,138621011,0,1.56,45266998,109,1006,,17,Combined Total,Y,,2019,A,1339,137,79,13,1,2019,1339,10,58,2016,1346,2010,1305,2006,1552,2016,10,1,1,0,1,90,9,0,1,1,0,0,2019,2016,30,30,32,36,0,0,13.07251072,59.18663025,0,14,1,Actual,,,,,77,78,104
44721763, , ,1, ,138861,1,30,N PLAIN ST,N ALBANY ST, , , , ,BUFFALO ST, ,30, ,,364003,138861011,0.23,0.34,45294552,109,4003,,16,Combined Total,Y,,2019,F,3917,398,236,64,29,2017,3938,10,59,2009,4835,,,,,2009,,2,2,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,93,2,Actual,,,,,324,287,351
44722531, , ,1, ,138925,1,30,N MEADOW ST,AUBURN ST,2003865,2210490, , ,HANCOCK ST, ,30, ,,366020,138925011,0,0.46,45323395,109,6020,,17,Combined Total,Y,,2019,F,2204,311,193,94,2,2018,2210,14,62,2014,2573,2011,1933,2008,2855,2014,15,4,4,0,2,83,11,1,3,1,0,0,2019,2014,30,20,22,28,0,0,13.07251072,59.18663025,0,96,4,Actual,,,,,109,147,169
44722786,366,3,1, ,100334,1,30,OLD RT 392,START 13/366 OLAP, , , , , , ,45, ,,360014,100334011,2.52,4.65,45266938,109,0014,,16,Combined Total,Y,,2019,A,6952,690,485,465,57,2019,6952,10,70,2016,7011,2013,6938,2010,6849,2019,25,8,7,1,0,75,17,1,6,1,0,0,2019,2019,55,46,47,52,4,0,13.07251072,59.18663025,0,522,8,Actual,,,,,544,395,633
